Artikelnummer;Barcode;Artikeltext1;KoliBarcode;Artikelgruppe;Steuersatz;EKPreis;VKPreis;Lagerbestand;AktionNetto;AktionVon;AktionBis;Pfand;PfandID;Pfandartikel
31000213;8,72E+12;La Mirabella Blau Pizzamehl Premium Tipo 00 25kg;;Lebensmittel;7;19,96;21,9;40;0;24.05.2026;24.05.2026;;0;0
31000215;8,72E+12;D.P. Pizzabox italia 26x26x4cm Braun Kraft 100st;;Verpackung/Reinigungsmittel/Hygiene;19;8,96;11,49;45;0;24.05.2026;24.05.2026;;0;0
31000216;8,72E+12;Larissa Knoblauchpulver 1kg;;Gewürze;7;4,9;6,09;42;0;24.05.2026;24.05.2026;;0;0
31000218;8,72E+12;Larissa Petersilie getrocknet 700g;;Gewürze;19;5,8;7,19;42;0;24.05.2026;24.05.2026;;0;0
31000219;8,72E+12;Larissa Chili grob (Pul Biber ) 800g;;Gewürze;7;5,96;7,29;84;0;24.05.2026;24.05.2026;;0;0
31000221;1622991242;UNI EAGL Sriracha Scharf Chilisauce 815g;;Saucen;7;3,05;3,79;56;0;24.05.2026;24.05.2026;;0;0
31000223;8,72E+12;Larissa Pommes Gewürz 2kg;;Gewürze;7;3,4;4,29;39;0;24.05.2026;24.05.2026;;0;0
31000224;8,72E+12;D.P. Pizzabox B&W Vollfarbe 28x28x4cm 100st;;Verpackung/Reinigungsmittel/Hygiene;19;11,5;14,29;45;0;24.05.2026;24.05.2026;;0;0
31000225;4,00E+12;P&W Burger Dressing Dänisch 900ml;4,00E+12;Saucen;7;3,05;3,79;45;0;24.05.2026;24.05.2026;;0;0
31000226;8,72E+12;D.P. Pizzabox B&W Vollfarbe 32x32x4cm 100st;;Verpackung/Reinigungsmittel/Hygiene;19;13,95;17,49;45;0;24.05.2026;24.05.2026;;0;0
31000227;8,72E+12;D.P. Pizzabox B&W Vollfarbe 26x26x4cm 100st;;Verpackung/Reinigungsmittel/Hygiene;19;10,96;13,79;45;0;24.05.2026;24.05.2026;;0;0
31000228;8,72E+12;D.P. Pizzabox B&W Vollfarbe 30x30x4cm 100st;;Verpackung/Reinigungsmittel/Hygiene;19;12,8;15,99;45;0;24.05.2026;24.05.2026;;0;0
31000229;8,72E+12;Larissa Oregano 1kg;;Gewürze;7;6;7,49;60;0;24.05.2026;24.05.2026;;0;0
31000230;5,91E+12;Podravka Vegeta Würzmischung 3kg Eimer;;Gewürze;7;12,59;15,49;18;0;24.05.2026;24.05.2026;;0;0
31000231;8,72E+12;Larissa Paprikapulver mild 800kg;;Gewürze;7;3,9;4,79;58;0;27.05.2026;27.05.2026;;0;0
31000234;4,07E+12;Naarmann H-Milch 3,5% 1L;;Molkerei;7;0,75;0,94;336;0;25.05.2026;25.05.2026;;0;0
31000235;4,07E+12;Narmann H-Milch 1,5% 1L;;Molkerei;7;0,67;0,84;396;0;25.05.2026;25.05.2026;;0;0
31000236;4,07E+12;Narmann Küchensahne 20% 1L;;Molkerei;7;2,02;2,49;850;2,19;29.06.2026;01.08.2026;;0;0
31000237;4,07E+12;Narmann H-Sahne 30% 1L;;Molkerei;7;2,56;2,89;851;0;25.05.2026;25.05.2026;;0;0
31000238;4,07E+12;Narmann Küchensahne 15% 1L;4,07E+12;Molkerei;7;1,84;2,29;863;0;25.05.2026;25.05.2026;;0;0
31000240;4,04E+12;Toilettenpapier 8x250 3lg Premium - Topa Tissue;;Verpackung/Reinigungsmittel/Hygiene;19;2,2;2,79;33;2,29;29.06.2026;01.08.2026;;0;0
31000241;4,04E+12;Toilettenpapier 8x250 2lg Premium - Topa Tissue;;Verpackung/Reinigungsmittel/Hygiene;19;1,69;2,29;24;1,79;29.06.2026;01.08.2026;;0;0
31000242;8,01E+12;Graziosa Küchenrolle 8x4er 3lg;;Verpackung/Reinigungsmittel/Hygiene;19;2;2,52;2;0;26.05.2026;26.05.2026;;0;0
31000248;;Pizzakarton 32x32x4 Braun NYC 100st;4,04E+12;Verpackung/Reinigungsmittel/Hygiene;19;11,9;14,99;41;0;27.05.2026;27.05.2026;;0;0
31000257;8,69E+12;SUNTAT Tosia Pilavlik Pirinc (Loto) 5kg;8,69E+12;Lebensmittel;7;5,25;6,59;158;0;27.05.2026;27.05.2026;;0;0
31000258;8,69E+12;SUNTAT DomatesSalcasi 4200g Dose;8,69E+12;Lebensmittel;7;4,2;5,19;84;0;27.05.2026;27.05.2026;;0;0
31000260;8,69E+12;ESMA Tatli Biber Salcasi 1650g PET;;Lebensmittel;7;4,25;5,19;216;0;27.05.2026;27.05.2026;;0;0
31000261;8,69E+12;ESMA Aci Biber Salcasi 1650g;8,69E+12;Lebensmittel;7;4,25;5,19;216;0;27.05.2026;27.05.2026;;0;0
31000262;8,69E+12;SUNTAT Domates Salcasi Premium 28-30% 800g;8,69E+12;Lebensmittel;7;1,15;1,29;1.006,00;0;27.05.2026;27.05.2026;;0;0
31000263;8,69E+12;SUNTAT Fasülye Haslama 12x850ml Dose;8,69E+12;Lebensmittel;7;0,89;0,99;857;0;27.05.2026;27.05.2026;;0;0
31000264;8,69E+12;SUNTAT Nohut Haslama 850ml Dose 12er Pack;8,69E+12;Lebensmittel;7;0,8;0,99;837;0;27.05.2026;27.05.2026;;0;0
31000265;4,04E+12;KERVAN Erzincan Beyaz Peynir 55% 800g;4,04E+12;Kühlschrankware;7;4,39;5,49;144;0;27.05.2026;27.05.2026;;0;0
31000266;4,04E+12;KERVAN Erzincan Beyaz Peynir 60% 800g;4,04E+12;Kühlschrankware;7;4,39;5,49;118;0;27.05.2026;27.05.2026;;0;0
31000267;4,04E+12;KERVAN Kombi Extra 20 % 800 g;;Kühlschrankware;7;1,95;2,49;432;0;27.05.2026;27.05.2026;;0;0
31000269;8,69E+12;SUNTAT Kirmizi Mercimek 2,5kg;8,69E+12;Lebensmittel;7;3,35;3,99;190;0;27.05.2026;27.05.2026;;0;0
31000270;8,69E+12;SUNTAT Pilavlik Bulgur  5kg;8,69E+12;Lebensmittel;7;6,95;8,69;48;0;27.05.2026;27.05.2026;;0;0
31000271;8,69E+12;SUNTAT  Köftelik Bulgur 2,5kg;8,69E+12;Lebensmittel;7;3,35;4,29;192;0;27.05.2026;27.05.2026;;0;0
31000273;8,69E+12;SUNTAT Alice Ceylon Cay 1kg;8,69E+12;Lebensmittel;7;6,99;8,69;87;0;27.05.2026;27.05.2026;;0;0
31000274;8,69E+12;SUNTAT Alice Ceylon Cay 500g;8,69E+12;Lebensmittel;7;4,15;5,29;120;0;27.05.2026;27.05.2026;;0;0
31000278;8,72E+12;COUNTRY CUISINE Gegart Gebratene Hähnchenbrustfilet 2kg;;TK Tiefkühl;7;12,3;14,99;275;0;27.05.2026;27.05.2026;;0;0
31000279;8,69E+12;SUNTAT Baldo Pirinc 2x5kg;8,69E+12;Lebensmittel;7;3;3,6;48;0;27.05.2026;27.05.2026;;0;0
31000280;8,69E+12;SUNTAT Sivri Pirinc 5kg;8,69E+12;Lebensmittel;7;6;7,49;16;0;27.05.2026;27.05.2026;;0;0
31000281;;Gegart Gebratene IF - 1kg;;TK Tiefkühl;7;6,05;7,49;560;0;27.05.2026;27.05.2026;;0;0
31000282;4,26E+12;Chicken Nuggets im Backteig Halal - 1kg;;TK Tiefkühl;7;3,75;4,69;560;0;27.05.2026;27.05.2026;;0;0
31000283;4,01E+12;GYMA Eco Ketchup Klassiker 10kg Eimer;;Saucen;7;10,04;12,49;48;12,49;29.06.2026;01.08.2026;;0;0
31000284;4,01E+12;GYMA Eco Tomatenketchup 10kg Eimer;;Saucen;7;12,93;15,99;47;12,99;29.06.2026;01.08.2026;;0;0
31000285;4,01E+12;GYMA Eco Gewürzketchup  Curry 10kg Eimer;;Saucen;7;10,16;12,49;47;0;27.05.2026;27.05.2026;;0;0
31000286;4,01E+12;GYMA Eco Gewürzketchup Curry Pikant 10kg Eimer;;Saucen;7;12,36;14,99;52;0;27.05.2026;27.05.2026;;0;0
31000287;4,01E+12;GYMA Eco Gewürzketchup Schaschlik 10kg Eimer;;Saucen;7;11,43;13,99;26;0;27.05.2026;27.05.2026;;0;0
31000288;4,01E+12;GYMA Eco Salatmayonnaise 50% Fett 10l Eimer;;Saucen;7;16,77;20,49;56;17,89;29.06.2026;01.08.2026;;0;0
31000289;4,01E+12;GYMA PREMIUM Tomatenketchup 10kg;;Saucen;7;12,8;15,49;52;0;27.05.2026;27.05.2026;;0;0
31000290;4,01E+12;GYMA PREMIUM Gewürzketchup Classic 10kg Eimer;;Saucen;7;14,67;17,99;52;0;27.05.2026;27.05.2026;;0;0
31000291;4,01E+12;GYMA PREMIUM Currywurstsauce rot 10kg;;Saucen;7;15,63;18,99;26;0;27.05.2026;27.05.2026;;0;0
31000293;4,01E+12;GYMA PREMIUM Salatmayonnaise 10l Eimer;;Saucen;7;17,81;21,49;37;0;27.05.2026;27.05.2026;;0;0
31000294;4,01E+12;GYMA PREMIUM Mayonnaise 80% 10l Eimer;;Saucen;7;22,97;27,99;59;0;27.05.2026;27.05.2026;;0;0
31000296;4,01E+12;GYMA Sweet BBQ FREE Sauce 5kg;;Saucen;7;8,21;9,99;60;0;27.05.2026;27.05.2026;;0;0
31000297;8,72E+12;Lydia tomato Ketchup   100x20ml;;Saucen;7;7,79;9,49;5;0;27.05.2026;27.05.2026;;0;0
31000298;4,01E+12;GYMA Remoulade Vegan 4,7kg Eimer;;Saucen;7;9,57;11,49;60;0;27.05.2026;27.05.2026;;0;0
31000300;3,50E+12;GYMA Tomatenketchup 150x15g Portionsbeutel;;Saucen;7;7,4;8,99;3;0;27.05.2026;27.05.2026;;0;0
31000301;3,50E+12;GYMA Salatmayonnaise 150x20g Portionsbeutel;;Saucen;7;10,73;12,99;1;0;27.05.2026;27.05.2026;;0;0
31000302;3,50E+12;GYMA Senf 250x10g Portionsbeutel;;Saucen;7;9,19;11,49;3;0;27.05.2026;27.05.2026;;0;0
31000303;3,50E+12;GYMA Samuraisauce 950gr Portionierflasche;;Saucen;7;2,75;3,49;35;0;27.05.2026;27.05.2026;;0;0
31000304;3,50E+12;GYMA Algerienne Sauce 950gr Portionierflasche;;Saucen;7;3,06;3,49;23;0;27.05.2026;27.05.2026;;0;0
31000305;3,50E+12;GYMA Andalouse Sauce 950gr Portionierflasche;;Saucen;7;3,31;3,79;14;0;27.05.2026;27.05.2026;;0;0
31000306;3,50E+12;GYMA Cajun 950gr Portionierflasche;1,35E+13;Saucen;7;3,06;3,49;24;0;27.05.2026;27.05.2026;;0;0
31000307;3,50E+12;GYMA Sojapan Sauce 950gr Portionierflasche;1,35E+13;Saucen;7;2,85;3,49;24;0;27.05.2026;27.05.2026;;0;0
31000308;3,50E+12;GYMA Chipotle Sauce 950gr Portionierflasche;1,35E+13;Saucen;7;3,01;3,99;24;0;27.05.2026;27.05.2026;;0;0
31000309;3,50E+12;GYMA Kebab Sauce 4,5kg Eimer;;Saucen;7;11,18;13,49;20;0;27.05.2026;27.05.2026;;0;0
31000310;3,50E+12;GYMA Supreme Burger Sauce 4,75kg Eimer;;Saucen;7;14,97;17,99;20;0;27.05.2026;27.05.2026;;0;0
31000311;8,69E+12;SUNTAT Kirmizi Mercimek 5kg;8,69E+12;Lebensmittel;7;6,6;7,79;32;0;27.05.2026;27.05.2026;;0;0
31000312;4,26E+12;SULTAN Pul Biber 5kg Eimer;;Gewürze;7;18,62;23,49;37;0;27.05.2026;27.05.2026;;0;0
31000313;4,26E+12;SULTAN Susam 800g Beutel;;Gewürze;7;2,94;3,69;21;0;27.05.2026;27.05.2026;;0;0
31000314;4,26E+12;SULTAN Maydanoz 600g Beutel;;Gewürze;7;4,9;5,99;40;0;27.05.2026;27.05.2026;;0;0
31000315;4,26E+12;SULTAN Karabiber Tozu 800g Beutel;;Gewürze;7;7,35;8,79;24;0;28.05.2026;28.05.2026;;0;0
31000316;4,26E+12;SULTAN SarimsakGranulat 800g Beutel;;Gewürze;7;4,41;5,49;22;0;28.05.2026;28.05.2026;;0;0
31000317;4,26E+12;SULTAN Corek Otu  800g Beutel;;Gewürze;7;4,21;5,19;48;0;28.05.2026;28.05.2026;;0;0
31000318;4,26E+12;SULTAN Dag Kekik 800g Beutel;;Gewürze;7;6,37;7,89;9;0;28.05.2026;28.05.2026;;0;0
31000319;4,26E+12;SULTAN Dere Otu 750g Beutel;;Gewürze;7;9,56;11,49;16;0;28.05.2026;28.05.2026;;0;0
31000320;4,26E+12;SULTAN Nane 800g Beutel;;Gewürze;7;4,66;5,69;0;0;28.05.2026;28.05.2026;;0;0
31000321;4,26E+12;SULTAN Pommes Baharat 800g Beutel;;Gewürze;7;1,76;2,19;60;0;28.05.2026;28.05.2026;;0;0
31000322;4,26E+12;SULTAN Sumak 800g Beutel;;Gewürze;7;6,62;7,99;19;0;28.05.2026;28.05.2026;;0;0
31000323;4,26E+12;SULTAN Aci Pul Biber  800g Beutel;;Gewürze;7;3,33;4,09;17;0;28.05.2026;28.05.2026;;0;0
31000324;4,26E+12;SULTAN Tatli Toz Biber 800g Beutel;;Gewürze;7;3,43;4,19;19;0;28.05.2026;28.05.2026;;0;0
31000325;4,26E+12;SULTAN  Isot 800g Beutel;;Gewürze;7;4,8;5,79;20;0;28.05.2026;28.05.2026;;0;0
31000326;4,26E+12;SULTAN Limon Tuzu 800g Beutel;;Gewürze;19;2,16;2,69;22;0;28.05.2026;28.05.2026;;0;0
31000327;4,26E+12;SULTAN Tavuk Baharat  800g Beutel;;Gewürze;7;1,76;2,19;27;0;28.05.2026;28.05.2026;;0;0
31000328;4,04E+12;ANDU Wolfsbarschfilets 80/120 - 800g  Beutel;4,04E+12;TK Tiefkühl;7;13,25;16,49;25;13,49;26.06.2026;01.08.2026;;0;0
31000329;4037198 900610;ANDU Zanderfilet  M/H  120/170 - 5kg IQF;4037198 900610;TK Tiefkühl;7;9,15;11,49;25;0;28.05.2026;28.05.2026;;0;0
31000330;4,04E+12;ANDU Zanderfilet M/H  170/230 - 5kg  IQF;4,04E+12;TK Tiefkühl;7;9,95;13,49;25;0;28.05.2026;28.05.2026;;0;0
31000331;4,04E+12;ANDU Rotbarschfilet  o/H 160/180 Netto 800g - 1kg Beutel;4,04E+12;TK Tiefkühl;7;5,45;7,99;50;0;28.05.2026;28.05.2026;;0;0
31000332;4,04E+12;ANDU Rotbarschfilet  o/H 180/220 - 10x1kg Beutel;4,04E+12;TK Tiefkühl;7;5,45;7,99;50;0;28.05.2026;28.05.2026;;0;0
31000333;4,04E+12;ANDU Kabeljau Loins, ohne Haut  180/220 - 1kg;4,04E+12;TK Tiefkühl;7;8,95;11,49;49;0;28.05.2026;28.05.2026;;0;0
31000334;;ANDU Nordseezungen ganz 400/500 - 10 Colli;;TK Tiefkühl;7;16,95;22,99;50;0;28.05.2026;28.05.2026;;0;0
31000335;4,04E+12;ANDU Pangasiusfilet Premium 170/230 - 1kg;4,04E+12;TK Tiefkühl;7;4,35;5,99;50;0;28.05.2026;28.05.2026;;0;0
31000336;8,44E+12;ANDU Seehechtsscheiben Medium - 1kg;1,84E+13;TK Tiefkühl;7;5,75;7,49;29;0;28.05.2026;28.05.2026;;0;0
31000337;8,44E+12;ANDU Seehechtfilet - 1kg Beutel;;TK Tiefkühl;7;6,95;8,99;30;0;28.05.2026;28.05.2026;;0;0
31000338;4,04E+12;ANDU Calamar Tuben U/10 - 1kg - Frocean China;4,04E+12;TK Tiefkühl;7;5,25;7,49;49;0;28.05.2026;28.05.2026;;0;0
31000339;4,04E+12;ANDU Calamar Tuben U/5 - 10x1kg - Frocean;4,04E+12;TK Tiefkühl;7;5,35;7,49;50;0;28.05.2026;28.05.2026;;0;0
31000340;4,04E+12;ANDU Calamar Tuben 21/40 - 6x2kg - Formosana;4,04E+12;TK Tiefkühl;7;11,95;14,99;60;0;28.05.2026;28.05.2026;;0;0
31000341;4,04E+12;ANDU Jakobsmuscheln 1/2 Schale 20/40 Peru - 1kg;4,04E+12;TK Tiefkühl;7;10,95;13,99;50;0;28.05.2026;28.05.2026;;0;0
31000342;4,04E+12;ANDU Venusmuscheln (Meretrix) 60/80 ganz - 1kg;4,04E+12;TK Tiefkühl;7;2,95;4,69;50;0;28.05.2026;28.05.2026;;0;0
31000343;4,04E+12;ANDU Venusmuschelfleisch Netto 800g Beutel;4,04E+12;TK Tiefkühl;7;4,55;6,49;50;0;28.05.2026;28.05.2026;;0;0
31000344;4,04E+12;ANDU Sepia gereinigt U/5 - 1kg Beutel;4,04E+12;TK Tiefkühl;7;7,85;10,49;50;0;28.05.2026;28.05.2026;;0;0
31000345;4,04E+12;ANDU Sepia gereinigt U/10 - 1kg Beutel;4,04E+12;TK Tiefkühl;7;7,45;9,49;49;0;28.05.2026;28.05.2026;;0;0
31000346;4,04E+12;ANDU Gambas B/T 4/6 - 1kg Platinium;4,04E+12;TK Tiefkühl;7;19,95;23,49;50;19,99;27.06.2026;01.08.2026;;0;0
31000347;4,04E+12;ANDU Gambas B/T 6/8 - 1kg;4,04E+12;TK Tiefkühl;7;12,95;15,49;50;12,99;27.06.2026;01.08.2026;;0;0
31000348;4,04E+12;ANDU Gambas B/T 8/12 - 1kg Frocean;4,04E+12;TK Tiefkühl;7;8,95;11,49;50;8,99;27.06.2026;01.08.2026;;0;0
31000349;4,04E+12;ANDU Gambas B/T 13/15 - 1kg Frocean;4,04E+12;TK Tiefkühl;7;7,95;10,99;50;7,99;27.06.2026;01.08.2026;;0;0
31000350;4,04E+12;ANDU Gambas B/T 16/20 - 1kg Frocean;4,04E+12;TK Tiefkühl;7;6,95;9,99;44;6,99;27.06.2026;01.08.2026;;0;0
31000351;4,04E+12;ANDU Gambas B/T 21/30 - 1kg Frocean;4,04E+12;TK Tiefkühl;7;5,95;9,99;49;5,99;27.06.2026;01.08.2026;;0;0
31000352;4,04E+12;ANDU Gambas B/T 31/40 - 1kg Frocean;4,04E+12;TK Tiefkühl;7;5,8;7,49;50;5,89;27.06.2026;01.08.2026;;0;0
31000353;4,04E+12;ANDU Black Tiger 8/12 EZP Premium 800gr beutel;4,04E+12;TK Tiefkühl;7;10,75;12,79;48;0;28.05.2026;28.05.2026;;0;0
31000354;4,04E+12;ANDU VN Gambas 8/12 ohne Kopf EZP - 1kg 750g;4,04E+12;TK Tiefkühl;7;7,95;11,99;42;0;28.05.2026;28.05.2026;;0;0
31000355;;ANDU VN Gambas 8/12 o/K EZP - 10x1kg %20 Premium;;TK Tiefkühl;7;8,95;0;50;0;28.05.2026;28.05.2026;;0;0
31000356;4,04E+12;ANDU Black Tiger Garn 16/20 - 1kg EZP 800gr;4,04E+12;TK Tiefkühl;7;8,75;11,99;50;8,79;27.06.2026;01.08.2026;;0;0
31000357;4,04E+12;ANDU Black Tiger 8/12 - 1,8kg;4,04E+12;TK Tiefkühl;7;14,95;17,99;54;14,99;27.06.2026;01.08.2026;;0;0
31000358;4,04E+12;ANDU Black Tiger 13/15 - 1,8kg;4,04E+12;TK Tiefkühl;7;13,5;17,99;54;13,59;27.06.2026;01.08.2026;;0;0
31000359;4,04E+12;ANDU Black Tiger 16/20 - 1,8kg;4,04E+12;TK Tiefkühl;7;10,95;15,49;52;10,99;27.06.2026;01.08.2026;;0;0
31000360;4,04E+12;ANDU Black Tiger 21/25 - 1,8kg;4,04E+12;TK Tiefkühl;7;9,75;13,99;54;9,79;27.06.2026;01.08.2026;;0;0
31000361;4,04E+12;ANDU VN Garnelen 21/25 - 1kg EZP 750gr;4,04E+12;TK Tiefkühl;7;6,45;7,79;47;0;28.05.2026;01.08.2026;;0;0
31000362;4,04E+12;ANDU VN Garnelen 31/40 EZP - 1kg;4,04E+12;TK Tiefkühl;7;5,75;6,79;50;0;28.05.2026;28.05.2026;;0;0
31000363;4,04E+12;ANDU Vannamei Garnelen ohne Kopf 26/30 EZP - 1kg;4,04E+12;TK Tiefkühl;7;5,95;6,99;47;0;28.05.2026;28.05.2026;;0;0
31000364;4,04E+12;ANDU White Tiger shrimps gekocht  90/120 - 10x1kg;4,04E+12;TK Tiefkühl;7;6,95;8,99;50;0;28.05.2026;28.05.2026;;0;0
31000365;4,04E+12;ANDU Premium BT Shrimps 71/90 - 1kg;4,04E+12;TK Tiefkühl;7;8,25;9,99;48;0;28.05.2026;28.05.2026;;0;0
31000366;4,04E+12;ANDU Premium BT Shrimps 90/120 - 1kg;;TK Tiefkühl;7;7,85;9,99;50;0;28.05.2026;28.05.2026;;0;0
31000367;4,04E+12;ANDU Black Tiger roh geschält  6/8 - 1kg;4,04E+12;TK Tiefkühl;7;14,5;18,99;49;0;28.05.2026;28.05.2026;;0;0
31000368;4,04E+12;ANDU Black Tiger roh geschält  16/20 - 10x1kg;4,04E+12;TK Tiefkühl;7;9,25;11,99;48;0;28.05.2026;28.05.2026;;0;0
31000369;4,04E+12;ANDU Vannamei roh geschält  16/20 - 1kg;4,04E+12;TK Tiefkühl;7;7,65;8,99;50;0;28.05.2026;28.05.2026;;0;0
31000370;4,04E+12;ANDU Black Tiger roh geschält  13/15 - 1kg;4,04E+12;TK Tiefkühl;7;10,65;13,99;50;0;28.05.2026;28.05.2026;;0;0
31000371;4,04E+12;ANDU VN roh geschält  41/50 - 1kg;4,04E+12;TK Tiefkühl;7;6,25;7,99;50;0;28.05.2026;28.05.2026;;0;0
31000374;4,01E+12;La Perla Thunfisch Stücke im eigenen Saft und Aufguss 1705g;4,01E+12;Konserven;7;7,69;7,99;388;7,79;29.06.2026;01.08.2026;;0;0
31000375;4,01E+12;La Perla Thunfisch Stücke 1705g In Öl;4,01E+12;Konserven;7;7,69;7,99;380;7,79;29.06.2026;01.08.2026;;0;0
31000376;4,01E+12;La Perla Grün Jalapenos in Scheiben 3kg;;Konserven;7;3,25;3,99;138;3,29;26.06.2026;01.08.2026;;0;0
31000377;4,01E+12;La Perla Ananas Scheiben leicht gezuckert 3.035g;4,01E+12;Konserven;7;4,92;5,79;270;4,99;29.06.2026;01.08.2026;;0;0
31000378;4,01E+12;La Perla Kichererbsen 2,5 kg;4,01E+12;Konserven;7;2,67;3,19;150;0;28.05.2026;28.05.2026;;0;0
31000379;4,01E+12;La Perla Kidney-Bohnen 2,5kg;4,01E+12;Konserven;7;3,27;3,79;148;0;28.05.2026;28.05.2026;;0;0
31000380;4,01E+12;La Perla Artischockenherzen 2,5kg;4,01E+12;Konserven;7;6,04;7,19;150;6,09;29.06.2026;01.08.2026;;0;0
31000381;4,01E+12;La Perla Grün Oliven Ohne Stein 4150kg;;Konserven;7;7,73;8,49;184;6,69;29.06.2026;01.08.2026;;0;0
31000382;4,01E+12;La Perla Oliven schwarz ohne Stein 4100g;;Konserven;7;7,28;8,49;182;6,69;29.06.2026;01.08.2026;;0;0
31000383;4,01E+12;La Perla Oliven Schwarz geschnitten 4100g;;Konserven;7;6,62;8,49;177;6,69;29.06.2026;01.08.2026;;0;0
31000384;4,01E+12;La Perla Ananas Stücke 3.035g;;Konserven;7;4,73;5,49;270;4,79;29.06.2026;01.08.2026;;0;0
31000385;8,71E+12;Aviko Frisch Super Crunch Fresh 11mm 2x4500g;8,71E+12;Kühlschrankware;7;14,79;16,05;106;0;29.05.2026;29.05.2026;;0;0
31000386;5,41E+12;Lutosa Pommes Frisch 7mm 2x5kg;1,54E+13;Kühlschrankware;7;12,59;12,79;56;0;29.05.2026;29.05.2026;;0;0
31000387;5,41E+12;Lutosa Frisch Pommes 10mm 2x5kg;1,54E+13;Kühlschrankware;7;12,59;12,79;0;0;29.05.2026;29.05.2026;;0;0
31000388;8,71E+12;Aviko Pommes PLUS 10mm 2x5kg;8,71E+12;Kühlschrankware;7;13,69;13,79;22;0;29.05.2026;29.05.2026;;0;0
31000389;8,71E+12;Aviko Pommes PLUS Fresch  7mm  2x5kg;8,71E+12;Kühlschrankware;7;13,69;13,79;12;0;29.05.2026;29.05.2026;;0;0
31000390;;Aviko  Pommy PLUS  14mm;;Kühlschrankware;7;14,79;16,49;0;0;29.05.2026;29.05.2026;;0;0
31000391;8,71E+12;TK Aviko Steakhouse Pommes 10x20mm - 2,5kg;8,71E+12;Kühlschrankware;7;19,79;21,99;7;0;29.05.2026;29.05.2026;;0;0
31000392;8,71E+12;TK Aviko Wedges Spicy 2,5kg;8,71E+12;TK Tiefkühl;7;4,79;5,29;35;0;29.05.2026;29.05.2026;;0;0
31000393;4,03E+12;TK Foodworks Chicken Nuggets Backteig ca.22g 1kg;;TK Tiefkühl;7;5,49;6,29;542;0;29.05.2026;29.05.2026;;0;0
31000394;4,00E+12;TK Sprehe Hähnchen Brust Filet paniert 160g 3kg;4,00E+12;TK Tiefkühl;7;19,65;22,99;5;19,99;29.06.2026;11.07.2026;;0;0
31000395;4,00E+12;TK Sprehe Hähnchen Brust Filet natur 120g 3kg;4,00E+12;TK Tiefkühl;7;23,07;26,49;5;23,19;29.06.2026;01.08.2026;;0;0
31000396;4,00E+12;TK Sprehe Hähnchen Brust Filet paniert 180g 3kg;4,00E+12;TK Tiefkühl;7;19,95;22,99;5;19,99;29.06.2026;11.07.2026;;0;0
31000397;4,00E+12;TK Sprehe Hähnchen Brust Filet natur 160g 3kg;4,00E+12;TK Tiefkühl;7;23,07;26,49;5;23,19;29.06.2026;11.07.2026;;0;0
31000398;4,00E+12;TK Salomon Knusperschnitzel 200g;4,00E+12;TK Tiefkühl;7;42;49,99;6;0;29.05.2026;29.05.2026;;0;0
31000399;4,00E+12;TK Salomon Schnitzel Gold 40x200g - 8kg;4,00E+12;TK Tiefkühl;7;38,8;44,99;6;0;29.05.2026;29.05.2026;;0;0
31000400;4,00E+12;TK Sprehe Hähnchen Brust Filet paniert 140g 3kg;;TK Tiefkühl;7;19,65;22,99;5;19,99;29.06.2026;01.08.2026;;0;0
31000401;4,01E+12;Wernsing Salat-Mayonnaise Gold 50% 10kg;;Saucen;7;22,75;26,29;46;0;29.05.2026;29.05.2026;;0;0
31000402;4,01E+12;Wernsing Curry-Ketchup Gold 10kg;;Saucen;7;19,1;20,29;18;0;29.05.2026;29.05.2026;;0;0
31000403;4,01E+12;Wernsing Tomaten-Ketchup Portionen 100st;;Saucen;7;7,05;8,49;5;0;29.05.2026;29.05.2026;;0;0
31000404;4,01E+12;Wersing Curry-Gewürz Ketchup scharf 10kg;;Saucen;7;19,59;23,49;13;0;29.05.2026;29.05.2026;;0;0
31000405;8,02E+12;Balsamico Bianco Condimento 500ml;;Saucen;7;5,5;6,99;8;0;29.05.2026;29.05.2026;;0;0
31000406;8,01E+12;Balsamico Essig dunkel 12x500ml;;Saucen;7;3,25;4,09;12;0;29.05.2026;29.05.2026;;0;0
31000407;4,04E+12;Palmetta Stangen-Fett 4x2,5;4,04E+12;Lebensmittel;7;21,65;24,99;60;0;29.05.2026;29.05.2026;;0;0
31000408;4,04E+12;Walter Rau Flürin Classic 10L;;Öle;7;23,89;27,49;60;0;29.05.2026;29.05.2026;;0;0
31000409;4,04E+12;OPTIMA Frittier Fit  PRO 60 10L;;Öle;7;19,99;24,99;68;0;29.05.2026;29.05.2026;;0;0
31000410;4,26E+12;Hogriflex halbflüssig 10L;;Öle;7;19,49;24,99;62;0;29.05.2026;29.05.2026;;0;0
31000411;;Goldaue Geflügel Bratwurst 120g ESC Darm;;Kühlschrankware;7;9,9;10,99;6;0;29.05.2026;29.05.2026;;0;0
31000412;4,00E+12;TK Salomon Sunny Veggie Burger 1,3kg;4,00E+12;TK Tiefkühl;7;7,49;8,99;32;0;29.05.2026;29.05.2026;;0;0
31000413;4,00E+12;TK Ranch Master Hamburger 25x180g - 4,5kg;4,00E+12;TK Tiefkühl;7;47,93;54,99;5;0;29.05.2026;29.05.2026;;0;0
31000414;4,00E+12;TK Ranch Master Hamburger 80 St. 62,5g;4,00E+12;TK Tiefkühl;7;53,25;59,99;5;0;29.05.2026;29.05.2026;;0;0
